"ST","PWGTP","AGEP","CIT","COW","SCHL","SEX","WAGP","ESR","FOD1P","INDP","NAICSP","POWSP"
48,55,49,1,"State government","Doctorate degree","Male",50000,"Employed","MATH",7870,"611M1",48
48,64,60,1,NA,"Bachelor's Degree","Female",0,"Not in labor force","MATH",NA,"",NA
48,69,36,1,"Private profit","Bachelor's Degree","Male",65000,"Employed","MATH",6990,"524",48
48,210,22,1,"Private profit","Bachelor's Degree","Female",0,"Not in labor force","FINANCE",7270,"5411",NA
48,74,56,1,"Private profit","Master's Degree","Female",100000,"Employed","MATH",6970,"52M2",48
48,125,70,1,NA,"Master's Degree","Female",0,"Not in labor force","MATH",NA,"",NA
48,42,34,1,"Local government","Bachelor's Degree","Male",43300,"Employed","MATH",7860,"6111",48
48,69,53,1,"Local government","Bachelor's Degree","Male",30000,"Employed","COMPUTER SCIENCE",9370,"9211MP",48
48,100,53,4,"Private profit","Bachelor's Degree","Male",120000,"Employed","COMPUTER SCIENCE",7570,"55",48
48,92,51,4,"Private profit","Bachelor's Degree","Female",8000,"Employed","STATISTICS",7270,"5411",48
48,60,54,1,"Private profit","Bachelor's Degree","Male",110000,"Employed","FINANCE",4580,"4249Z",45
48,94,26,1,"Private non-profit","Bachelor's Degree","Female",68000,"Employed","MATH",8190,"622",48
48,35,33,3,"Private profit","Bachelor's Degree","Male",80000,"Employed","MATH",490,"213",48
48,69,64,1,NA,"Master's Degree","Female",0,"Not in labor force","MATH",NA,"",NA
48,143,44,4,"Private profit","Bachelor's Degree","Male",130000,"Employed","COMPUTER SCIENCE",7980,"6212",48
48,100,50,1,"Private profit","Bachelor's Degree","Female",126000,"Employed","COMPUTER SCIENCE",7380,"5415",48
48,61,59,1,"Private profit","Bachelor's Degree","Male",0,"Not in labor force","MATH",8770,"8111Z",NA
48,97,37,1,"Private profit","Bachelor's Degree","Male",67000,"Employed","FINANCE",6990,"524",48
48,42,36,1,"Private profit","Bachelor's Degree","Male",25000,"Employed","COMPUTER SCIENCE",7380,"5415",48
48,50,48,1,"State government","Master's Degree","Female",65000,"Employed","MATH",7860,"6111",48
48,65,35,5,"Private profit","Bachelor's Degree","Female",60000,"Employed","COMPUTER SCIENCE",6670,"515",48
48,124,52,1,"Private profit","Bachelor's Degree","Male",155000,"Employed","FINANCE",6270,"486",48
48,80,42,4,"Private profit","Bachelor's Degree","Male",59000,"Employed","COMPUTER SCIENCE",7380,"5415",48
48,15,57,1,"Private profit","Bachelor's Degree","Male",75000,"Employed","COMPUTER SCIENCE",4795,"443142",48
48,96,32,1,"Private profit","Bachelor's Degree","Male",100000,"Employed","COMPUTER SCIENCE",770,"23",48
48,100,43,1,"Self-employed","Master's Degree","Male",0,"Employed","FINANCE",8680,"722Z",48
48,42,50,1,"Private profit","Master's Degree","Male",404000,"Employed","FINANCE",6870,"52M1",48
48,84,26,5,NA,"Master's Degree","Female",0,"Not in labor force","COMPUTER SCIENCE",NA,"",NA
48,202,23,1,"Private profit","Bachelor's Degree","Female",500,"Employed","COMPUTER SCIENCE",5380,"45211",48
48,131,34,4,"Private profit","Master's Degree","Female",70000,"Employed","STATISTICS",6870,"52M1",48
48,160,35,5,"Private profit","Bachelor's Degree","Male",34000,"Employed","COMPUTER SCIENCE",8290,"623M",48
48,83,60,1,"Private profit","Bachelor's Degree","Male",120000,"Employed","FINANCE",6870,"52M1",48
48,69,35,1,"Unemployed","Bachelor's Degree","Female",0,"Unemployed","MATH",9920,"9920",NA
48,78,74,1,NA,"Bachelor's Degree","Male",0,"Not in labor force","MATH",NA,"",NA
48,55,48,1,"Self-employed","Master's Degree","Female",50000,"Employed","FINANCE",8590,"713Z",48
48,42,34,1,"Private profit","Bachelor's Degree","Female",48000,"Employed","FINANCE",3380,"3345",48
48,12,52,1,"State government","Master's Degree","Female",46800,"Employed","STATISTICS",7860,"6111",48
48,57,74,1,NA,"Bachelor's Degree","Male",0,"Not in labor force","MATH",NA,"",NA
48,136,32,1,"Private profit","Bachelor's Degree","Male",100000,"Employed","FINANCE",4795,"443142",48
48,44,45,1,"Private profit","Master's Degree","Female",160000,"Employed","MATH",3490,"335M",47
48,37,62,4,"Private profit","Master's Degree","Male",85000,"Employed","COMPUTER SCIENCE",7380,"5415",48
48,36,61,4,"Private profit","Master's Degree","Female",90000,"Employed","MATH",7380,"5415",48
48,108,29,1,"Self-employed","Bachelor's Degree","Male",50000,"Employed","MATH",7380,"5415",48
48,157,57,3,"Federal government","Bachelor's Degree","Male",95000,"Employed","COMPUTER SCIENCE",9590,"928P",48
48,60,39,1,"Local government","Master's Degree","Female",69000,"Employed","MATH",7860,"6111",48
48,119,51,1,"Private profit","Bachelor's Degree","Male",120000,"Employed","STATISTICS",2190,"3254",48
48,249,70,1,"Private profit","Bachelor's Degree","Female",21000,"Employed","MATH",8680,"722Z",48
48,105,41,1,"Private profit","Bachelor's Degree","Male",75000,"Employed","STATISTICS",7380,"5415",48
48,113,53,1,"Private profit","Professional degree","Male",404000,"Employed","FINANCE",7270,"5411",48
48,330,36,5,"Private profit","Master's Degree","Female",68000,"Employed","MATH",7390,"5416",48
48,49,32,1,"Private profit","Bachelor's Degree","Male",60000,"Employed","STATISTICS",4795,"443142",48
48,82,30,1,"Private profit","Bachelor's Degree","Male",55000,"Employed","COMPUTER SCIENCE",6990,"524",48
48,38,31,1,"Private profit","Master's Degree","Male",86000,"Employed","COMPUTER SCIENCE",5070,"44611",48
48,116,28,4,"Private profit","Bachelor's Degree","Female",0,"Unemployed","FINANCE",5390,"4529",NA
48,82,24,4,"Private profit","Master's Degree","Male",0,"Not in labor force","MATH",7870,"611M1",NA
48,46,24,1,"Private profit","Bachelor's Degree","Female",30000,"Employed","STATISTICS",8680,"722Z",48
48,101,60,1,"Private profit","Master's Degree","Male",0,"Not in labor force","COMPUTER SCIENCE",4170,"4234",NA
48,79,40,4,"Private non-profit","Master's Degree","Male",110000,"Employed","COMPUTER SCIENCE",1990,"3231",48
48,66,37,4,"Private profit","Master's Degree","Female",0,"Not in labor force","MATH",7380,"5415",NA
48,89,54,1,"Local government","Bachelor's Degree","Female",17400,"Employed","FINANCE",7860,"6111",48
48,84,61,1,"State government","Doctorate degree","Male",72000,"Employed","MATH",7860,"6111",48
48,176,32,5,"State government","Professional degree","Female",48000,"Employed","MATH",8190,"622",48
48,55,55,1,"Self-employed","Bachelor's Degree","Male",200000,"Employed","MATH",7390,"5416",48
48,104,49,1,"Private non-profit","Bachelor's Degree","Male",38000,"Employed","STATISTICS",6880,"5221M",48
48,58,27,1,"Private profit","Master's Degree","Female",60000,"Employed","MATH",4490,"4247",48
48,62,41,1,"Private profit","Bachelor's Degree","Female",48000,"Employed","FINANCE",6880,"5221M",48
48,91,52,1,"Self-employed","Bachelor's Degree","Male",5000,"Employed","FINANCE",8680,"722Z",48
48,35,54,1,"Private profit","Master's Degree","Male",101000,"Employed","FINANCE",6870,"52M1",48
48,61,51,1,"Private profit","Master's Degree","Female",404000,"Employed","COMPUTER SCIENCE",7590,"5614",48
48,145,31,1,"Private profit","Bachelor's Degree","Male",115000,"Employed","COMPUTER SCIENCE",7380,"5415",48
48,34,28,1,"Private profit","Master's Degree","Male",1000,"Unemployed","COMPUTER SCIENCE",7890,"611M3",NA
48,86,31,1,"Private non-profit","Bachelor's Degree","Female",75000,"Employed","STATISTICS",6990,"524",48
48,98,36,1,"Local government","Bachelor's Degree","Male",57000,"Employed","MATH",7860,"6111",48
48,180,28,1,"Private non-profit","Bachelor's Degree","Female",25000,"Employed","COMPUTER SCIENCE",8290,"623M",48
48,94,42,5,NA,"Bachelor's Degree","Female",0,"Not in labor force","FINANCE",NA,"",NA
48,26,37,1,"Private profit","Bachelor's Degree","Male",43000,"Employed","FINANCE",170,"111",48
48,57,76,1,"Self-employed","Doctorate degree","Male",0,"Not in labor force","MATH",7390,"5416",NA
48,175,42,5,NA,"Master's Degree","Female",0,"Not in labor force","COMPUTER SCIENCE",NA,"",NA
48,148,23,5,"Private profit","Bachelor's Degree","Female",8000,"Employed","STATISTICS",770,"23",48
48,82,28,1,"Private non-profit","Master's Degree","Female",42000,"Employed","MATH",7870,"611M1",48
48,45,67,1,NA,"Bachelor's Degree","Female",0,"Not in labor force","MATH",NA,"",NA
48,28,43,1,"State government","Bachelor's Degree","Male",50000,"Employed","STATISTICS",7860,"6111",48
48,37,66,1,NA,"Master's Degree","Male",0,"Not in labor force","MATH",NA,"",NA
48,119,28,1,"Private profit","Bachelor's Degree","Female",23000,"Employed","FINANCE",6070,"481",48
48,54,42,1,"Private profit","Bachelor's Degree","Female",72000,"Employed","STATISTICS",6990,"524",48
48,146,47,1,"Private profit","Bachelor's Degree","Female",19300,"Employed","COMPUTER SCIENCE",7860,"6111",48
48,96,57,1,"Self-employed","Bachelor's Degree","Female",0,"Employed","MATH",9290,"814",48
48,96,45,1,"Working without pay","Bachelor's Degree","Male",56000,"Employed","STATISTICS",6970,"52M2",48
48,56,62,1,"Self-employed","Master's Degree","Female",80000,"Employed","MATH",770,"23",48
48,68,49,1,"Private non-profit","Master's Degree","Female",120000,"Employed","MATH",9170,"813M",48
48,49,53,1,"Private profit","Bachelor's Degree","Male",120000,"Employed","COMPUTER SCIENCE",3590,"33641M2",48
48,68,24,1,"Private profit","Bachelor's Degree","Male",60000,"Employed","MATH",7390,"5416",48
48,103,40,1,"Private profit","Master's Degree","Female",72000,"Employed","FINANCE",6990,"524",48
48,89,23,1,"Private non-profit","Bachelor's Degree","Male",20000,"Employed","MATH",8560,"711",6
48,11,70,1,"Private profit","Bachelor's Degree","Male",900,"Not in labor force","FINANCE",5275,"4511M",NA
48,90,67,1,"Federal government","Bachelor's Degree","Male",15000,"Employed","MATH",9470,"92MP",48
48,136,65,1,"Self-employed","Bachelor's Degree","Male",0,"Unemployed","FINANCE",7390,"5416",NA
48,214,28,5,"Private profit","Bachelor's Degree","Female",21600,"Employed","COMPUTER SCIENCE",7870,"611M1",48
48,202,27,5,"Private profit","Bachelor's Degree","Male",21600,"Employed","COMPUTER SCIENCE",7870,"611M1",48
48,214,44,5,"Private profit","Bachelor's Degree","Male",60000,"Employed","MATH",6990,"524",48
48,90,74,1,NA,"Bachelor's Degree","Male",0,"Not in labor force","MATH",NA,"",NA
48,96,34,1,"Private profit","Bachelor's Degree","Male",150000,"Employed","FINANCE",4670,"4411",48
48,87,51,1,"Private profit","Bachelor's Degree","Female",2000,"Employed","FINANCE",7890,"611M3",48
48,186,60,1,NA,"Master's Degree","Male",0,"Not in labor force","MATH",NA,"",NA
48,62,51,1,"Private profit","Bachelor's Degree","Male",200000,"Employed","MATH",8190,"622",48
48,227,66,1,"Self-employed","Master's Degree","Male",0,"Employed","MATH",7390,"5416",48
48,288,33,5,"Local government","Master's Degree","Female",2000,"Employed","STATISTICS",7870,"611M1",48
48,92,27,5,"Private profit","Bachelor's Degree","Male",85000,"Employed","COMPUTER SCIENCE",7380,"5415",48
48,75,28,5,"Private profit","Bachelor's Degree","Female",0,"Not in labor force","COMPUTER SCIENCE",7380,"5415",NA
48,173,27,4,"Private profit","Bachelor's Degree","Female",125000,"Employed","COMPUTER SCIENCE",7380,"5415",48
48,49,72,1,NA,"Bachelor's Degree","Male",0,"Not in labor force","FINANCE",NA,"",NA
48,11,57,1,"Private profit","Master's Degree","Male",404000,"Employed","FINANCE",8090,"6214",48
48,103,74,1,"Private profit","Bachelor's Degree","Male",70000,"Employed","MATH",7670,"5615",48
48,42,42,5,NA,"Master's Degree","Female",0,"Not in labor force","STATISTICS",NA,"",NA
48,83,25,1,"Private profit","Bachelor's Degree","Female",69000,"Employed","FINANCE",7280,"5412",48
48,41,23,1,"Self-employed","Bachelor's Degree","Male",10000,"Employed","FINANCE",6870,"52M1",48
48,110,55,1,"Self-employed","Bachelor's Degree","Male",52000,"Employed","FINANCE",8680,"722Z",48
48,114,37,1,"Private profit","Bachelor's Degree","Male",175000,"Employed","FINANCE",6990,"524",48
48,39,66,1,NA,"Master's Degree","Male",0,"Not in labor force","COMPUTER SCIENCE",NA,"",NA
48,63,65,1,"Private profit","Bachelor's Degree","Female",31100,"Employed","FINANCE",4890,"4442",48
48,69,48,1,"Private profit","Master's Degree","Male",80000,"Employed","STATISTICS",7380,"5415",48
48,64,41,1,"Private profit","Bachelor's Degree","Male",35000,"Employed","FINANCE",8660,"7211",48
48,34,37,5,"Private profit","Doctorate degree","Male",120000,"Employed","MATH",7380,"5415",48
48,36,34,5,"Private profit","Master's Degree","Female",10000,"Employed","COMPUTER SCIENCE",4795,"443142",48
48,59,52,4,"Private profit","Bachelor's Degree","Female",118000,"Employed","STATISTICS",5275,"4511M",48
48,53,40,1,"Private profit","Bachelor's Degree","Male",60000,"Employed","COMPUTER SCIENCE",7270,"5411",48
48,70,22,1,"Private profit","Bachelor's Degree","Male",6800,"Employed","FINANCE",7070,"531",48
48,48,67,1,"Private non-profit","Master's Degree","Female",11900,"Employed","MATH",7870,"611M1",48
48,57,47,1,"Private profit","Bachelor's Degree","Male",67000,"Employed","COMPUTER SCIENCE",3590,"33641M2",48
48,12,60,1,"Self-employed","Bachelor's Degree","Female",0,"Employed","COMPUTER SCIENCE",7380,"5415",48
48,323,26,1,"Private profit","Bachelor's Degree","Male",11000,"Employed","STATISTICS",8790,"8112",48
48,64,38,1,"Self-employed","Bachelor's Degree","Male",25000,"Employed","FINANCE",7380,"5415",48
48,26,55,1,NA,"Master's Degree","Male",0,"Not in labor force","COMPUTER SCIENCE",NA,"",NA
48,44,46,1,"Private profit","Bachelor's Degree","Female",97000,"Employed","FINANCE",6870,"52M1",48
48,114,41,4,"Private profit","Bachelor's Degree","Male",66000,"Employed","STATISTICS",6680,"5171",48
48,305,56,1,"Local government","Master's Degree","Male",42000,"Employed","COMPUTER SCIENCE",7860,"6111",48
48,68,42,1,"Self-employed","Bachelor's Degree","Male",0,"Employed","FINANCE",7380,"5415",48
48,91,50,1,"Private non-profit","Master's Degree","Male",70000,"Employed","FINANCE",6880,"5221M",48
48,78,52,1,"State government","Master's Degree","Male",110000,"Employed","MATH",7860,"6111",48
48,73,29,5,"Private profit","Master's Degree","Male",70000,"Employed","COMPUTER SCIENCE",7380,"5415",48
48,46,37,1,"Private non-profit","Bachelor's Degree","Female",81000,"Employed","COMPUTER SCIENCE",9170,"813M",48
48,52,24,5,"Private non-profit","Master's Degree","Male",20000,"Employed","STATISTICS",7870,"611M1",48
48,52,52,1,"Private profit","Bachelor's Degree","Male",157000,"Employed","FINANCE",3590,"33641M2",48
48,351,52,1,"Private non-profit","Bachelor's Degree","Female",30000,"Employed","FINANCE",9160,"8131",48
48,140,73,1,"Private profit","Bachelor's Degree","Male",30000,"Employed","FINANCE",7070,"531",48
48,68,43,1,"Self-employed","Master's Degree","Male",0,"Not in labor force","MATH",7770,"56173",NA
48,125,31,5,"Private profit","Master's Degree","Male",102000,"Employed","COMPUTER SCIENCE",3365,"3341",48
48,164,52,1,"Local government","Bachelor's Degree","Male",48000,"Employed","MATH",7860,"6111",48
48,28,69,1,"Private profit","Master's Degree","Male",140000,"Employed","FINANCE",6870,"52M1",48
48,57,30,4,"Private profit","Bachelor's Degree","Female",70000,"Employed","COMPUTER SCIENCE",3570,"336M",48
48,105,35,1,"Private profit","Bachelor's Degree","Male",150000,"Employed","FINANCE",5580,"4539",48
48,116,35,1,"Private profit","Bachelor's Degree","Male",120000,"Employed","COMPUTER SCIENCE",8590,"713Z",48
48,42,24,1,"Self-employed","Bachelor's Degree","Male",0,"Not in labor force","FINANCE",9090,"8129",NA
48,78,50,1,"Private profit","Bachelor's Degree","Male",115000,"Employed","MATH",3960,"3391",48
48,71,53,1,"Private profit","Master's Degree","Male",100000,"Employed","STATISTICS",3380,"3345",48
48,103,40,1,"Local government","Master's Degree","Female",50000,"Employed","MATH",7860,"6111",48
48,61,45,4,"Private profit","Bachelor's Degree","Male",75000,"Employed","COMPUTER SCIENCE",4170,"4234",48
48,81,29,1,"Private profit","Bachelor's Degree","Male",46000,"Employed","MATH",7390,"5416",48
48,120,43,3,"Private profit","Bachelor's Degree","Female",100000,"Employed","FINANCE",6870,"52M1",48
48,32,73,1,"Self-employed","Bachelor's Degree","Male",60000,"Employed","FINANCE",7370,"5414",48
48,104,52,1,"Private profit","Master's Degree","Female",150000,"Employed","FINANCE",6695,"5182",48
48,76,52,1,NA,"Bachelor's Degree","Male",0,"Not in labor force","MATH",NA,"",NA
48,68,49,1,"Self-employed","Bachelor's Degree","Female",0,"Employed","STATISTICS",3390,"334M2",48
48,78,69,1,"Self-employed","Bachelor's Degree","Male",0,"Not in labor force","MATH",6990,"524",NA
48,100,32,5,"Private profit","Master's Degree","Female",70000,"Employed","COMPUTER SCIENCE",4870,"4441Z",48
48,67,42,1,"Private profit","Bachelor's Degree","Male",100000,"Employed","COMPUTER SCIENCE",7380,"5415",48
48,131,28,1,"Private profit","Bachelor's Degree","Female",36000,"Employed","FINANCE",4490,"4247",48
48,122,47,4,"Private profit","Bachelor's Degree","Male",30000,"Employed","FINANCE",7580,"5613",48
48,110,45,1,"Self-employed","Bachelor's Degree","Male",0,"Employed","COMPUTER SCIENCE",4380,"424M",48
48,113,31,5,"Private profit","Master's Degree","Male",75000,"Employed","COMPUTER SCIENCE",7380,"5415",48
48,162,55,1,"Private profit","Master's Degree","Male",180000,"Employed","COMPUTER SCIENCE",3365,"3341",48
48,66,37,1,"Private profit","Master's Degree","Male",115000,"Employed","FINANCE",7390,"5416",48
48,54,43,1,"Self-employed","Bachelor's Degree","Female",0,"Employed","FINANCE",8590,"713Z",48
48,44,78,1,NA,"Bachelor's Degree","Male",0,"Not in labor force","FINANCE",NA,"",NA
48,63,66,1,NA,"Master's Degree","Male",0,"Not in labor force","MATH",NA,"",NA
48,137,32,5,NA,"Master's Degree","Female",0,"Not in labor force","COMPUTER SCIENCE",NA,"",NA
48,430,26,1,"Private profit","Bachelor's Degree","Male",45000,"Employed","FINANCE",7580,"5613",48
48,62,41,4,"Private profit","Bachelor's Degree","Male",57000,"Employed","COMPUTER SCIENCE",3170,"3335",48
48,79,50,1,"Working without pay","Bachelor's Degree","Female",4,"Not in labor force","FINANCE",2880,"3327",NA
48,66,48,5,"Private profit","Bachelor's Degree","Male",60000,"Employed","STATISTICS",770,"23",48
48,51,62,1,"Private profit","Master's Degree","Male",0,"Not in labor force","FINANCE",2290,"325M",NA
48,206,31,1,"Private profit","Bachelor's Degree","Male",27000,"Employed","FINANCE",4970,"4451",48
48,83,47,1,"Private profit","Bachelor's Degree","Female",29000,"Employed","MATH",6870,"52M1",48
48,58,44,5,"Private profit","Master's Degree","Male",113000,"Employed","MATH",7380,"5415",48
48,54,67,1,"Private profit","Master's Degree","Male",150000,"Employed","MATH",3580,"33641M1",48
48,97,32,1,"Private profit","Bachelor's Degree","Female",95000,"Employed","FINANCE",7270,"5411",48
48,184,42,4,"Private profit","Master's Degree","Male",105000,"Employed","FINANCE",2070,"32411",48
48,62,67,1,"Self-employed","Master's Degree","Male",50000,"Employed","FINANCE",4580,"4249Z",48
48,20,66,1,"Local government","Bachelor's Degree","Male",40000,"Employed","FINANCE",9370,"9211MP",48
48,23,86,1,"Self-employed","Bachelor's Degree","Male",0,"Employed","MATH",8590,"713Z",48
48,108,50,1,"Private profit","Bachelor's Degree","Female",111000,"Employed","COMPUTER SCIENCE",7460,"5417",48
48,47,49,1,"State government","Doctorate degree","Male",150000,"Employed","FINANCE",7870,"611M1",48
48,124,32,1,"State government","Bachelor's Degree","Male",26000,"Employed","MATH",7860,"6111",48
48,31,82,1,"Self-employed","Bachelor's Degree","Male",0,"Employed","MATH",180,"112",48
48,31,52,4,"Private profit","Bachelor's Degree","Male",100000,"Employed","MATH",7380,"5415",48
48,106,58,4,"Private profit","Bachelor's Degree","Male",12000,"Employed","FINANCE",8680,"722Z",48
48,7,92,4,NA,"Bachelor's Degree","Female",0,"Not in labor force","MATH",NA,"",NA
48,51,37,1,"Self-employed","Bachelor's Degree","Male",0,"Employed","FINANCE",6970,"52M2",48
48,85,62,5,"Private profit","Master's Degree","Male",404000,"Employed","MATH",7290,"5413",48
48,106,57,1,"Private profit","Master's Degree","Female",65000,"Employed","COMPUTER SCIENCE",8180,"621M",48
48,121,53,4,"Private profit","Bachelor's Degree","Male",116000,"Employed","COMPUTER SCIENCE",3490,"335M",48
48,95,44,4,"Private profit","Bachelor's Degree","Female",61000,"Employed","MATH",6890,"522M",48
48,51,26,1,"Private profit","Master's Degree","Female",20000,"Employed","FINANCE",4490,"4247",48
48,194,27,1,"Private profit","Bachelor's Degree","Male",39000,"Employed","MATH",8590,"713Z",40
48,103,38,1,"Private profit","Bachelor's Degree","Female",75000,"Employed","FINANCE",4380,"424M",48
48,193,31,1,"State government","Bachelor's Degree","Male",65000,"Employed","STATISTICS",7870,"611M1",48
48,158,49,1,"Private profit","Bachelor's Degree","Female",38000,"Employed/Not at work","MATH",7860,"6111",NA
48,127,44,1,"State government","Bachelor's Degree","Male",50000,"Employed","COMPUTER SCIENCE",7870,"611M1",48
48,33,28,1,"Private profit","Bachelor's Degree","Male",0,"Not in labor force","STATISTICS",7380,"5415",NA
48,312,51,1,"Self-employed","Professional degree","Male",0,"Employed","FINANCE",7270,"5411",48
48,61,41,4,"Private profit","Master's Degree","Female",75000,"Employed","COMPUTER SCIENCE",7670,"5615",48
48,185,64,4,"Private profit","Master's Degree","Male",57000,"Employed","COMPUTER SCIENCE",8190,"622",48
48,80,55,1,"Private profit","Bachelor's Degree","Male",245000,"Employed","FINANCE",7070,"531",48
48,47,60,2,"Private profit","Master's Degree","Female",106000,"Employed","COMPUTER SCIENCE",7380,"5415",48
48,91,41,1,"State government","Bachelor's Degree","Male",50000,"Employed","STATISTICS",9380,"92113",48
48,56,42,1,"Private profit","Bachelor's Degree","Female",0,"Not in labor force","FINANCE",7290,"5413",NA
48,59,55,1,"Private profit","Master's Degree","Male",103000,"Employed","FINANCE",6870,"52M1",48
48,123,36,1,"Private non-profit","Bachelor's Degree","Male",96000,"Employed","COMPUTER SCIENCE",8590,"713Z",48
48,114,38,1,"Private profit","Bachelor's Degree","Male",36000,"Employed","FINANCE",6380,"492",48
48,82,49,1,"Private profit","Bachelor's Degree","Female",125000,"Employed","FINANCE",6680,"5171",48
48,95,26,5,NA,"Bachelor's Degree","Female",0,"Not in labor force","COMPUTER SCIENCE",NA,"",NA
48,409,52,5,"Private non-profit","Professional degree","Male",13000,"Employed","MATH",9170,"813M",48
48,50,33,4,"Private profit","Master's Degree","Male",110000,"Employed","COMPUTER SCIENCE",490,"213",48
48,47,59,1,"Self-employed","Bachelor's Degree","Male",0,"Employed","FINANCE",7070,"531",48
48,111,45,1,"Local government","Bachelor's Degree","Male",60000,"Employed","MATH",7860,"6111",48
48,61,44,1,"Self-employed","Professional degree","Male",404000,"Employed","FINANCE",7270,"5411",48
48,107,33,1,"Private profit","Bachelor's Degree","Male",80000,"Employed","FINANCE",3490,"335M",48
48,93,58,1,"Private profit","Bachelor's Degree","Male",100000,"Employed","MATH",3490,"335M",48
48,83,39,5,"Private profit","Master's Degree","Male",130000,"Employed","MATH",3390,"334M2",48
48,167,34,5,"Private profit","Master's Degree","Female",85000,"Employed","FINANCE",6970,"52M2",48
48,263,82,1,NA,"Doctorate degree","Male",0,"Not in labor force","MATH",NA,"",NA
48,122,42,1,"Private non-profit","Bachelor's Degree","Male",80000,"Employed","FINANCE",8190,"622",48
48,87,23,1,"State government","Bachelor's Degree","Female",35000,"Employed","MATH",7860,"6111",48
48,55,65,1,"State government","Bachelor's Degree","Female",0,"Not in labor force","MATH",7860,"6111",NA
48,43,43,1,"Private profit","Master's Degree","Male",53000,"Employed","FINANCE",8190,"622",48
48,5,92,4,NA,"Bachelor's Degree","Female",0,"Not in labor force","MATH",NA,"",NA
48,76,22,1,"Private profit","Bachelor's Degree","Male",30000,"Employed","FINANCE",7070,"531",48
48,64,32,1,"Self-employed","Bachelor's Degree","Male",24000,"Unemployed","FINANCE",8680,"722Z",NA
48,83,34,5,"Private profit","Master's Degree","Male",90000,"Employed","COMPUTER SCIENCE",7390,"5416",48
48,57,30,1,"Private profit","Bachelor's Degree","Male",80000,"Employed","FINANCE",7070,"531",48
48,72,64,1,"Private profit","Bachelor's Degree","Male",80000,"Not in labor force","COMPUTER SCIENCE",7390,"5416",NA
48,64,39,5,"Private profit","Bachelor's Degree","Male",100000,"Employed","STATISTICS",7390,"5416",48
48,62,51,1,"Private profit","Bachelor's Degree","Male",0,"Not in labor force","FINANCE",3170,"3335",NA
48,107,32,1,"Private profit","Bachelor's Degree","Male",55000,"Employed","COMPUTER SCIENCE",7380,"5415",48
48,71,62,1,"Private profit","Bachelor's Degree","Male",0,"Not in labor force","COMPUTER SCIENCE",2490,"3272",NA
48,44,81,4,NA,"Bachelor's Degree","Male",0,"Not in labor force","MATH",NA,"",NA
48,125,31,4,"Private profit","Bachelor's Degree","Male",11000,"Employed","COMPUTER SCIENCE",6990,"524",48
48,129,30,4,"Private profit","Master's Degree","Male",55000,"Employed","COMPUTER SCIENCE",490,"213",48
48,213,23,1,"Private profit","Bachelor's Degree","Male",25000,"Employed","FINANCE",6990,"524",48
48,335,35,4,"Private profit","Master's Degree","Male",150000,"Employed","FINANCE",6870,"52M1",48
48,129,45,1,"Local government","Master's Degree","Female",57000,"Employed","COMPUTER SCIENCE",9470,"92MP",48
48,84,48,1,"Private profit","Master's Degree","Female",90000,"Employed","COMPUTER SCIENCE",7390,"5416",48
48,84,54,1,"Private profit","Bachelor's Degree","Female",120000,"Employed","STATISTICS",4490,"4247",48
48,94,37,1,"Federal government","Bachelor's Degree","Male",40000,"Employed","COMPUTER SCIENCE",8190,"622",48
48,37,40,1,"Private profit","Bachelor's Degree","Male",150000,"Employed","COMPUTER SCIENCE",7380,"5415",48
48,55,29,1,"Private profit","Bachelor's Degree","Male",85000,"Employed","FINANCE",7390,"5416",48
48,58,33,1,"Private profit","Bachelor's Degree","Female",125000,"Employed","FINANCE",8680,"722Z",48
48,96,55,1,"Self-employed","Bachelor's Degree","Male",404000,"Employed","FINANCE",7970,"6211",48
48,73,40,5,"Private profit","Bachelor's Degree","Male",120000,"Employed","COMPUTER SCIENCE",7380,"5415",48
48,107,37,5,"Private profit","Bachelor's Degree","Female",90000,"Employed","COMPUTER SCIENCE",7380,"5415",48
48,49,65,1,"Private profit","Master's Degree","Male",404000,"Employed","MATH",7290,"5413",48
48,50,42,1,"Private profit","Bachelor's Degree","Female",28000,"Employed","STATISTICS",8190,"622",48
48,77,37,1,"Private profit","Bachelor's Degree","Male",96000,"Employed","STATISTICS",6490,"5112",48
48,46,45,1,"Self-employed","Master's Degree","Male",0,"Employed","FINANCE",7280,"5412",48
48,27,51,1,"Private profit","Bachelor's Degree","Female",4000,"Not in labor force","COMPUTER SCIENCE",8680,"722Z",NA
48,73,41,1,"Local government","Master's Degree","Male",53000,"Employed","MATH",7860,"6111",48
48,52,39,1,"Self-employed","Bachelor's Degree","Female",30000,"Employed","COMPUTER SCIENCE",7290,"5413",48
48,66,74,1,NA,"Bachelor's Degree","Male",0,"Not in labor force","MATH",NA,"",NA
48,169,34,3,"Private profit","Bachelor's Degree","Male",20000,"Employed","STATISTICS",370,"211",48
48,164,28,4,"Private profit","Bachelor's Degree","Male",38000,"Employed","COMPUTER SCIENCE",6690,"517Z",48
48,60,51,1,"Private profit","Master's Degree","Female",140000,"Employed","COMPUTER SCIENCE",4470,"4244",48
48,58,53,1,"Self-employed","Bachelor's Degree","Male",40000,"Employed","FINANCE",6970,"52M2",48
48,47,36,1,"Private profit","Doctorate degree","Male",100000,"Employed","FINANCE",6890,"522M",48
48,16,45,1,"Private profit","Bachelor's Degree","Male",140000,"Employed","FINANCE",770,"23",48
